0,5,5
5,6,68
68,13,1
0,5,5
5,6,68
0,9,9
9,2,25
25,14,60
0,5,5
5,1,92
92,15,11
11,13,82
0,14,14
14,6,10
10,5,88
0,9,9
9,2,8
8,7,45
0,2,2
0,5,5
5,1,92
92,15,11
11,4,23
0,2,2
2,28,35
0,5,5
5,3,28
28,4,30
30,21,3
0,5,5
5,3,28
28,4,30
0,5,5
5,18,61
0,5,5
5,1,92
92,15,11
11,4,23
23,14,4
0,5,5
5,1,92
92,15,11
11,4,23
23,14,4
4,21,94
0,5,5
0,5,5
5,1,92
0,5,5
5,12,62
0,14,14
14,2,97
0,5,5
5,15,96
0,5,5
5,16,21
0,5,5
5,22,27
0,5,5
5,1,92
92,15,11
11,7,91
0,9,9
9,2,8
8,1,17
17,3,99
0,2,2
2,28,35
35,2,6
0,2,2
2,28,35
35,2,6
6,3,98
0,5,5
5,1,92
92,15,11
11,20,51
0,9,9
9,2,8
8,1,17
17,3,99
99,4,16
0,9,9
9,2,25
25,3,57
57,2,7
0,9,9
9,2,25
25,3,57
0,9,9
9,2,25
25,3,57
57,2,7
7,5,87
0,9,9
9,2,8
0,9,9
9,2,8
8,1,17
0,5,5
5,3,28
28,5,69
0,9,9
9,2,8
8,26,42
0,14,14
14,1,76
0,9,9
0,9,9
9,2,25
25,3,57
57,2,15
0,9,9
9,2,8
8,1,17
17,4,77
0,9,9
9,22,64
0,14,14
14,6,10
0,14,14
14,6,10
10,2,53
0,14,14
0,14,14
14,6,10
10,14,71
0,5,5
5,3,28
28,4,30
30,19,72
0,14,14
14,6,10
10,28,59
0,5,5
5,1,92
92,15,11
0,5,5
5,1,92
92,9,24
24,1,13
13,10,58
0,5,5
5,1,92
92,15,11
11,12,26
0,5,5
5,1,92
92,15,11
11,18,74
0,9,9
9,2,25
25,25,12
0,5,5
5,3,28
28,4,30
30,20,54
0,9,9
9,2,25
0,5,5
5,1,92
92,9,24
24,1,13
0,5,5
5,1,92
92,9,24
24,1,13
13,22,52
0,5,5
5,1,92
92,9,24
24,1,13
13,27,67
0,14,14
14,28,66
0,14,14
14,11,63
0,5,5
5,3,28
28,6,20
20,3,85
0,14,14
14,19,47
0,14,14
14,21,50
0,14,14
14,22,78
0,5,5
5,3,28
28,16,38
0,9,9
9,2,25
25,3,57
57,2,15
15,7,34
0,9,9
9,2,25
25,3,57
57,2,15
15,26,40
0,9,9
9,2,25
25,3,57
57,2,15
15,27,55
0,5,5
5,3,28
28,6,20
0,9,9
9,2,8
8,1,17
17,3,99
99,4,16
16,6,73
0,9,9
9,2,8
8,1,17
17,3,99
99,4,16
16,8,32
0,5,5
5,3,28
28,6,20
20,3,85
85,2,19
19,16,18
0,5,5
5,3,28
28,6,20
20,3,85
85,2,19
0,9,9
9,2,25
25,7,83
0,5,5
5,1,92
92,15,11
11,12,26
26,6,22
0,9,9
9,2,25
25,30,81
0,5,5
5,1,92
92,15,11
11,12,26
26,6,22
22,30,56
0,5,5
5,1,92
92,9,24
0,5,5
5,1,92
92,9,24
24,15,80
0,5,5
5,3,28
28,1,29
0,5,5
5,1,92
92,9,24
24,28,95
0,9,9
9,2,25
25,19,36
0,5,5
5,1,92
92,15,11
11,12,26
26,13,93
0,5,5
5,22,27
27,9,79
0,5,5
5,22,27
27,19,41
0,5,5
5,3,28
0,5,5
5,3,28
28,4,39
0,5,5
5,3,28
28,9,86
0,5,5
5,3,28
28,4,30
30,16,65
