0,9,9
9,3,37
9,3,40
40,1,25
40,2,55
37,4,16
55,5,49
49,6,26
26,1,12
12,1,42
12,3,95
26,4,38
38,1,27
27,1,8
27,1,33
38,2,6
8,2,76
38,3,10
38,3,36
8,3,44
44,1,63
63,2,19
19,1,39
76,4,18
18,2,97
27,4,34
95,5,13
13,1,94
13,4,79
79,1,45
36,5,14
95,5,17
17,4,62
27,5,31
31,2,67
31,3,96
6,5,32
32,1,85
95,6,5
5,2,7
7,3,81
7,5,90
7,6,20
45,6,48
44,6,50
33,6,70
10,6,82
9,6,86
7,7,1
1,6,54
25,7,28
28,7,57
16,7,73
7,8,74
9,9,30
30,3,83
55,10,2
17,10,15
15,1,65
28,10,29
29,8,69
13,10,52
19,10,58
58,7,47
0,11,11
11,8,60
10,11,23
6,11,56
36,11,88
18,12,21
50,12,91
25,13,35
7,13,59
35,13,61
8,13,84
48,14,24
24,5,99
10,15,71
14,17,22
26,17,72
19,18,46
20,18,77
33,19,53
40,19,66
14,21,75
38,21,89
11,22,64
36,22,92
12,23,87
17,25,51
15,25,98
7,26,68
7,27,3
9,28,80
20,29,41
7,29,43
8,30,78
39,35,4
9,38,93
