8,1,27
12,1,26
12,1,42
13,1,94
15,1,65
19,1,39
25,1,40
27,1,33
27,1,38
32,1,85
44,1,63
45,1,79
5,2,7
6,2,38
8,2,76
18,2,97
19,2,63
31,2,67
40,2,55
7,3,81
8,3,44
9,3,37
9,3,40
10,3,38
12,3,95
30,3,83
31,3,96
36,3,38
13,4,79
16,4,37
17,4,62
18,4,76
26,4,38
27,4,34
6,5,32
7,5,90
13,5,95
14,5,36
17,5,95
24,5,99
27,5,31
49,5,55
1,6,54
5,6,95
7,6,20
9,6,86
10,6,82
26,6,49
33,6,70
44,6,50
45,6,48
1,7,7
16,7,73
25,7,28
28,7,57
47,7,58
7,8,74
11,8,60
29,8,69
0,9,9
9,9,30
2,10,55
8,10,65
13,10,52
19,10,58
28,10,29
0,11,11
6,11,56
10,11,23
36,11,88
18,12,21
50,12,91
7,13,59
8,13,84
25,13,35
35,13,61
24,14,48
10,15,71
14,17,22
26,17,72
19,18,46
20,18,77
33,19,53
40,19,66
14,21,75
38,21,89
11,22,64
36,22,92
12,23,87
15,25,98
17,25,51
7,26,68
3,27,7
9,28,80
7,29,43
20,29,41
8,30,78
4,35,39
9,38,93
